,Sex,Monthly Grocery Bill,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission,Body Type_obese,Body Type_overweight,Body Type_underweight,Diet_vegetarian,How Often Shower_twice a day,Heating Energy Source_electricity,Transport_public,Transport_walk/bicycle,Social Activity_often,Frequency of Traveling by Air_never,Frequency of Traveling by Air_rarely,Frequency of Traveling by Air_very frequently,Waste Bag Size_large,Waste Bag Size_medium,Waste Bag Size_small,Vehicle Type_electric,Vehicle Type_hybrid,Vehicle Type_lpg,Vehicle Type_petrol,Vehicle Type_unknown,Glass,Metal,Paper,Plastic,Oven
250,0,-0.0813397055848471,-0.5984617273886604,-1.0172463264814442,1.1062180434128444,0.6049126319736591,-1.221558141386578,1253,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
251,1,0.015572389168340715,-0.29372206238395093,-1.5196894394328637,-0.30104081498941043,-0.5517080792570468,0.977194292738952,1480,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
252,1,0.527822032863762,-0.7331393281549599,-1.5196894394328637,-1.1453961300307633,0.8770586816750016,-0.3970259785895041,1556,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
253,0,-1.008926898222502,-0.5031403155862395,1.4949692382756534,-0.5824925866698614,0.7409856568243304,-1.496402195652269,1847,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
254,1,1.6907671699020157,2.3864705126515453,-0.012360100578605121,0.9654921575726189,-1.5042192532117458,1.1146163198717975,2778,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
255,0,-1.493487371988441,-0.7168913602340926,0.49008301237281443,0.26186272837149144,1.6934968307790292,0.2900841570747239,1828,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
256,1,0.5001328629342797,0.3031199592425714,-1.5196894394328637,0.40258861421171693,0.6729491443989947,-1.6338242227851147,1684,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
257,1,0.20939657867471634,-0.38037789129524274,-1.5196894394328637,0.40258861421171693,1.4213507810776866,1.66430442840318,3503,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
258,1,0.7078016374053965,-0.1612108573404339,-1.5196894394328637,-0.019589043308959476,0.7409856568243304,-1.496402195652269,2540,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1
259,1,-0.48283266956233944,-0.7002823263594283,-1.0172463264814442,-0.16031492914918494,-0.27956202955570425,-1.496402195652269,838,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
260,1,0.5970449576874676,0.7818934139774587,-0.012360100578605121,0.6840403858921679,0.1966935574216452,-0.5344480057223497,3559,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0
261,1,1.4000308856424524,-0.6616482693031441,-0.012360100578605121,0.40258861421171693,-1.5722557656370815,0.5649282113404152,1237,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
262,1,-1.2858185975173242,-0.4692001159293169,-0.012360100578605121,-1.5675737875514397,-1.3001097159357389,-1.496402195652269,1406,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
263,0,1.3308079608187466,-0.5226378770912802,0.992526125324234,-1.0046702441905377,-1.43618274078641,0.42750618420756953,1812,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
264,0,0.6247341276169498,-0.5616330001013615,-0.012360100578605121,0.6840403858921679,0.06062053257097393,-0.25960395145665854,2784,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
265,1,0.45859910804005644,-0.18937400173660374,-0.012360100578605121,1.6691215867737461,-1.5722557656370815,0.42750618420756953,2554,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
266,0,-0.5935893492802684,1.7632706763978385,0.49008301237281443,-1.708299673391665,0.1966935574216452,-0.9467140871208866,1203,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
267,1,-1.631933221635852,-0.6854786222537493,-0.012360100578605121,-0.16031492914918494,-1.1640366910850675,-0.9467140871208866,1167,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
268,0,0.14017365385101074,-0.7302508005245835,-1.5196894394328637,0.121136842531266,0.3327665822723165,-1.221558141386578,1279,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
269,1,1.0539162615239244,-0.7212241516796573,0.992526125324234,-1.0046702441905377,-1.3001097159357389,1.389460374137489,842,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
270,0,-1.2304402576583597,2.645715867477827,-1.0172463264814442,0.9654921575726189,0.4688396071229878,-0.25960395145665854,2654,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
271,1,-0.6628122741039739,-0.7111143049733398,-1.5196894394328637,0.121136842531266,0.12865704499630956,-1.0841361142537322,830,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
272,0,1.7046117548667568,-0.1265485257759172,-0.5148032135300247,-1.4268479017112141,-0.07545249227969734,0.977194292738952,1624,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
273,0,0.5001328629342797,-0.6999212604056313,-0.5148032135300247,0.5433145000519424,1.6934968307790292,-0.6718700328551954,1439,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
274,0,0.9846933367002189,-0.7132807006961221,-1.5196894394328637,-0.16031492914918494,1.2172412438016798,0.1526621299418783,2904,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
275,1,1.6492334150077923,0.5334800377650888,1.4949692382756534,-0.44176670082963587,0.5368761195483234,0.2900841570747239,4103,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
276,1,-0.012116780761141517,-0.720140953818266,-1.0172463264814442,0.40258861421171693,0.6049126319736591,-0.25960395145665854,1060,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0
277,0,-0.7043460289981973,1.6968345408991814,-1.0172463264814442,-0.7232184725100869,-0.41563505440637555,0.0152401028090327,4203,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
278,1,-1.3688861073057708,-0.23234085023845258,-1.5196894394328637,0.9654921575726189,-1.3681462283610746,-0.809292059988041,856,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1
279,0,1.1369837713123712,-0.6760909074550261,1.4949692382756534,-1.1453961300307633,0.5368761195483234,0.5649282113404152,2433,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
280,0,-1.396575277235253,2.1463616533765077,0.49008301237281443,-1.0046702441905377,-0.6877811041077181,-1.6338242227851147,4483,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
281,0,1.37234171571297,-0.3608803297902021,1.4949692382756534,-0.7232184725100869,-0.8238541289583894,0.8397722656061064,1661,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
282,0,-0.6212785192097506,-0.2457002905289434,0.992526125324234,-1.0046702441905377,-0.8238541289583894,-0.6718700328551954,1484,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
283,1,-1.507331956953182,-0.5760756382532435,-1.0172463264814442,-0.44176670082963587,1.4213507810776866,1.5268824012703344,2955,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
284,1,0.7908691471938432,0.9255976635886843,-0.012360100578605121,0.5433145000519424,1.0811682189510086,-0.25960395145665854,2590,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
285,0,1.344652545783488,-0.455479609685029,-0.012360100578605121,-1.708299673391665,0.809022169249666,-1.496402195652269,1166,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
286,1,-0.5105218394918217,-0.14424075751197257,-1.0172463264814442,0.121136842531266,-0.14348900470503298,1.1146163198717975,1742,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
287,1,-1.6596223915653343,-0.7085868432967605,0.49008301237281443,-1.708299673391665,-0.6877811041077181,0.7023502384732607,1628,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
288,0,0.6247341276169498,-0.05614066478549258,-0.012360100578605121,0.26186272837149144,0.809022169249666,0.2900841570747239,2090,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
289,0,-1.4657982020589586,-0.6764519734088231,-0.5148032135300247,-1.0046702441905377,0.8770586816750016,-0.6718700328551954,1327,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
290,1,1.5938550751488278,-0.43092712482682966,0.992526125324234,0.8247662717323934,-1.3681462283610746,-0.809292059988041,2673,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
291,0,-1.3550415223410297,0.2496821980806081,1.4949692382756534,-0.8639443583503124,0.1966935574216452,0.7023502384732607,2664,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
292,1,-1.4796427870236997,-0.5193882835071068,-1.0172463264814442,-0.16031492914918494,0.06062053257097393,0.7023502384732607,1239,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
293,1,1.6907671699020157,1.0393334390347548,0.49008301237281443,-1.0046702441905377,1.0131317065256729,1.389460374137489,2991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
294,1,0.9708487517354777,-0.7114753709271369,1.4949692382756534,-1.708299673391665,-0.41563505440637555,-0.3970259785895041,1688,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
295,1,-0.9535485583635374,-0.7140028326037162,-1.0172463264814442,-0.7232184725100869,1.6254603183536935,-0.809292059988041,1563,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
296,0,1.4000308856424524,0.8642164514431859,-1.0172463264814442,-0.16031492914918494,-0.8238541289583894,1.5268824012703344,3127,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
297,0,-1.2581294275878419,-0.7028097880360077,0.992526125324234,-1.708299673391665,1.0811682189510086,1.389460374137489,4095,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
298,1,-0.16440721537329378,1.950663906418507,0.992526125324234,0.26186272837149144,-0.7558176165330537,-0.9467140871208866,2486,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
299,0,0.48628827796953866,1.8871162985502263,-1.5196894394328637,-0.44176670082963587,0.12865704499630956,0.8397722656061064,5082,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
300,0,-1.3550415223410297,-0.7309729324321775,0.49008301237281443,-1.4268479017112141,0.9450951941003373,1.389460374137489,2160,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
301,0,-1.4104198621999942,-0.7067815135277753,-0.5148032135300247,-1.4268479017112141,-0.41563505440637555,-0.9467140871208866,2091,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
302,0,1.49694298039564,-0.720140953818266,0.49008301237281443,0.26186272837149144,0.3327665822723165,1.389460374137489,1696,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
303,0,1.718456339831498,-0.31105322816620934,-1.5196894394328637,0.40258861421171693,-1.640292278062417,1.389460374137489,1009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
304,0,-0.053650535655364866,1.7542440275529123,-1.0172463264814442,0.40258861421171693,0.9450951941003373,-0.12218192432381292,2134,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
305,0,0.8324029020880666,-0.55080102148745,-0.012360100578605121,-0.019589043308959476,1.2172412438016798,-1.6338242227851147,2047,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
306,0,1.49694298039564,-0.697754864682849,0.992526125324234,-0.30104081498941043,0.1966935574216452,0.2900841570747239,2190,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
307,1,0.5693557877579853,-0.12149360242275849,0.992526125324234,1.3876698150932953,0.40080309469765213,1.66430442840318,1177,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
308,1,0.015572389168340715,1.3141046298743093,-0.012360100578605121,0.5433145000519424,1.3533142686523512,0.2900841570747239,1814,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
309,1,0.22324116363945745,2.354696708717405,0.992526125324234,-0.8639443583503124,1.2852777562270155,0.977194292738952,1284,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
310,0,-1.396575277235253,-0.2215088716245411,1.4949692382756534,0.40258861421171693,-1.3001097159357389,0.0152401028090327,1839,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
311,1,0.5555112027932442,-0.595573199758284,-0.5148032135300247,-0.30104081498941043,-0.07545249227969734,0.8397722656061064,1026,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
312,1,-0.6489676891392329,1.0736347046454744,0.992526125324234,1.1062180434128444,0.809022169249666,-0.809292059988041,2600,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
313,1,-1.5488657118474054,-0.7056983156663841,-0.012360100578605121,-1.2861220158709887,0.5368761195483234,-0.25960395145665854,2189,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
314,0,0.3478424283221275,-0.6634535990721293,-1.0172463264814442,0.6840403858921679,1.3533142686523512,-0.9467140871208866,1500,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
315,0,1.1369837713123712,-0.21139902491822374,0.992526125324234,0.5433145000519424,-0.007415979854361704,-0.9467140871208866,1685,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1
316,1,0.6801124674759143,-0.7125585687885281,0.992526125324234,0.121136842531266,0.06062053257097393,-0.6718700328551954,1914,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
317,1,0.15401823881575186,1.9997688761349057,-1.0172463264814442,0.26186272837149144,1.557423805928358,0.1526621299418783,2845,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
318,1,-0.6766568590687151,2.2626248904991577,-1.0172463264814442,-1.1453961300307633,-0.891890641383725,0.0152401028090327,2152,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
319,1,1.6630779999725334,0.42768771330255334,-1.5196894394328637,-1.0046702441905377,-0.3475985419810399,1.2520383470046432,2577,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0
320,1,0.1817074087452341,2.8573005164028977,-0.5148032135300247,-1.5675737875514397,-1.096000178659732,0.1526621299418783,4220,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
321,0,-0.2613193101264816,-0.5533284831640294,0.992526125324234,0.6840403858921679,-1.3681462283610746,-1.3589801685194234,1199,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
322,1,1.4277200555719345,-0.21862034399416472,-0.5148032135300247,-1.1453961300307633,-0.8238541289583894,0.5649282113404152,1552,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
323,0,1.6907671699020157,-0.6991991284980372,0.49008301237281443,-0.44176670082963587,-0.6877811041077181,-0.12218192432381292,3294,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
324,1,0.5416666178285031,-0.2038166398884857,0.992526125324234,-0.7232184725100869,0.1966935574216452,-1.496402195652269,3243,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
325,1,1.3169633758540056,-0.3103310962586152,-1.0172463264814442,-0.7232184725100869,1.2852777562270155,1.1146163198717975,1675,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
326,1,-1.2165956726936187,-0.29588845810673325,1.4949692382756534,-0.8639443583503124,-0.07545249227969734,-1.221558141386578,1304,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
327,0,0.7493353922996199,-0.697754864682849,0.992526125324234,0.121136842531266,-0.07545249227969734,0.8397722656061064,2878,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
328,0,0.9570041667707365,0.27279041912361923,-1.0172463264814442,1.2469439292530697,-0.6197445916823825,0.2900841570747239,1126,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
329,0,1.4138754706071934,-0.7309729324321775,-0.5148032135300247,-0.30104081498941043,0.1966935574216452,0.0152401028090327,1489,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
330,0,1.6353888300430512,0.4749873532499668,-0.012360100578605121,1.6691215867737461,1.0131317065256729,-1.6338242227851147,1954,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
331,1,1.49694298039564,-0.2009281122581093,1.4949692382756534,-1.708299673391665,0.40080309469765213,-0.3970259785895041,1957,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
332,1,-1.382730692270512,-0.05722386264688373,1.4949692382756534,-0.44176670082963587,0.7409856568243304,1.5268824012703344,3778,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
333,1,0.47244369300479755,-0.13376984485185817,-1.0172463264814442,1.6691215867737461,0.26473006984698083,-0.25960395145665854,2069,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
334,0,1.1923621111713356,-0.4540353458698408,-1.0172463264814442,-0.8639443583503124,0.6049126319736591,1.66430442840318,2421,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
335,0,1.6630779999725334,-0.3569086042984346,-1.0172463264814442,-1.0046702441905377,1.1492047313763443,0.42750618420756953,2801,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
336,1,-1.6873115614948164,2.5182595857874683,-0.012360100578605121,0.9654921575726189,1.4213507810776866,1.5268824012703344,5547,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
337,0,0.7631799772643609,-0.7280844048018011,-1.0172463264814442,1.3876698150932953,-0.21152551713036863,0.0152401028090327,2343,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
338,0,1.6215442450783102,-0.3005823155060949,0.49008301237281443,-1.708299673391665,-0.27956202955570425,0.42750618420756953,2232,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
339,1,0.14017365385101074,-0.7262790750328159,-1.0172463264814442,-0.019589043308959476,0.6049126319736591,-0.3970259785895041,2309,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
340,0,-0.5935893492802684,0.7317052463996688,-0.5148032135300247,-0.16031492914918494,-0.7558176165330537,0.7023502384732607,2233,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
341,0,1.5800104901840868,-0.6991991284980372,-0.012360100578605121,1.1062180434128444,-1.1640366910850675,-0.6718700328551954,1419,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
342,0,0.2509303335689397,-0.7078647113891664,0.49008301237281443,1.1062180434128444,-1.5042192532117458,0.1526621299418783,2087,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
343,1,0.015572389168340715,-0.154711670172087,0.49008301237281443,-0.8639443583503124,1.2852777562270155,1.389460374137489,2829,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1
344,1,-1.521176541917923,-0.1576001978024634,-1.0172463264814442,0.5433145000519424,1.6254603183536935,-1.0841361142537322,3057,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
345,0,-1.5488657118474054,-0.7002823263594283,-0.012360100578605121,-0.30104081498941043,-1.096000178659732,-1.496402195652269,2337,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
346,1,-1.631933221635852,-0.704615117804993,-0.5148032135300247,0.9654921575726189,1.6934968307790292,-0.9467140871208866,1651,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
347,0,0.48628827796953866,-0.7259180090790188,-0.5148032135300247,-0.7232184725100869,0.40080309469765213,-0.809292059988041,2214,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
348,1,-0.5243664244565628,-0.7223073495410484,-0.5148032135300247,-0.8639443583503124,-0.6877811041077181,0.977194292738952,1402,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
349,0,1.5246321503251223,-0.7324171962473658,-1.0172463264814442,-0.7232184725100869,-0.891890641383725,0.0152401028090327,2317,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1
350,0,1.4138754706071934,0.24065554923568186,-1.5196894394328637,-0.44176670082963587,1.6934968307790292,-1.0841361142537322,2027,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
351,1,0.48628827796953866,-0.16301618710941915,0.49008301237281443,-1.4268479017112141,-0.41563505440637555,0.977194292738952,1543,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
352,1,-1.2165956726936187,1.2671660558806928,-0.5148032135300247,1.6691215867737461,-1.7083287904877527,0.7023502384732607,2522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
353,1,0.887781241947031,1.7990162058237464,-1.0172463264814442,-1.5675737875514397,-1.0279636662343963,-0.5344480057223497,3996,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
354,0,-1.3135077674468063,-0.3283843939484677,0.49008301237281443,-0.30104081498941043,-1.3681462283610746,0.977194292738952,2673,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
355,0,0.3616870132868686,-0.13990796606640798,-0.5148032135300247,-1.2861220158709887,0.12865704499630956,-0.12218192432381292,2235,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1
356,1,0.5555112027932442,-0.06408411576902766,-0.5148032135300247,0.5433145000519424,0.26473006984698083,-0.3970259785895041,1378,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
357,0,-1.5903994667416288,-0.7075036454353694,0.992526125324234,-1.1453961300307633,0.9450951941003373,-0.6718700328551954,2939,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
358,0,0.8462474870528076,0.8490516813837099,-1.0172463264814442,-0.44176670082963587,-1.3001097159357389,1.2520383470046432,4311,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
359,1,-1.7150007314242988,-0.7085868432967605,1.4949692382756534,-0.16031492914918494,0.1966935574216452,1.66430442840318,2107,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
360,1,-0.7181906139629384,1.4162862947988741,-0.012360100578605121,0.26186272837149144,-0.9599271538090607,1.2520383470046432,3419,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
361,0,0.6108895426522086,2.6092482061443247,-0.012360100578605121,-0.019589043308959476,-0.3475985419810399,1.1146163198717975,3713,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
362,0,-0.2474747251617405,0.0034352175910205415,-1.5196894394328637,0.6840403858921679,-1.7083287904877527,0.8397722656061064,1484,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
363,0,1.5938550751488278,0.0005466899606441478,1.4949692382756534,-1.5675737875514397,1.0131317065256729,-1.496402195652269,2517,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
364,1,-0.0813397055848471,-0.026533256574134544,1.4949692382756534,0.9654921575726189,-1.096000178659732,-0.3970259785895041,1890,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
365,0,0.9431595818059955,-0.7125585687885281,0.49008301237281443,-0.30104081498941043,0.8770586816750016,-1.3589801685194234,3071,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
366,0,-1.396575277235253,-0.7002823263594283,-0.012360100578605121,0.40258861421171693,0.4688396071229878,-0.5344480057223497,2073,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
367,1,-0.39976515977389276,-0.6999212604056313,-1.5196894394328637,-0.44176670082963587,1.2172412438016798,-1.6338242227851147,2233,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
368,1,0.5555112027932442,2.1283083556866553,0.49008301237281443,0.9654921575726189,-1.2320732035104032,0.5649282113404152,1644,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
369,0,-0.787413538786644,-0.015701277960223067,1.4949692382756534,0.40258861421171693,-1.0279636662343963,-0.3970259785895041,2957,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0
